M01	TERTANGKAP	M01 urutan kandidat dibalik: cookie dibaca sebelum header	K2: K2
M02	TERTANGKAP	M02 hanya kandidat PERTAMA yang dicoba (cacat asli kembali sebagian)	D4: D4
M03	TERTANGKAP	M03 CACAT ASLI UTUH: cookie dulu DAN hanya satu kandidat	D2: K2,D2,D3
M04	TERTANGKAP	M04 jenis token tidak lagi dipaksa (refresh bisa jadi token kerja)	D8: D8,D9
M05	TERTANGKAP	M05 kandidat kedaluwarsa langsung mematikan permintaan (tanpa mencoba sisanya)	D4: D4
M06	TERTANGKAP	M06 tajuk X-Session-State dilepas (layar kembali harus menebak)	D5: K6,D5,D6,D7,D14,D16
M07	TERTANGKAP	M07 sebab kedaluwarsa dilaporkan sebagai 'invalid' (memaksa ketik sandi)	D6: D6,D14
M08	TERTANGKAP	M08 akun nonaktif dilaporkan 'expired' (layar mencoba menghidupkan yang dimatikan)	D17b: D17b
M09	TERTANGKAP	M09 pembacaan klaim lewat-waktu berhenti memeriksa tanda tangan	K7: K7
M10	TERTANGKAP	M10 pesan 401 menjadi OBJEK (layar mencetak [object Object])	D5b: D5b,D6b,D7b
M11	TERTANGKAP	M11 pesan 401 membocorkan istilah internal ke pemakai	D6c: D6c
M12	TERTANGKAP	M12 route /auth/refresh dihapus (kembali ke janji yang tidak ditepati)	D10: K8,K9,K10,K11,K12,D9
M13	TERTANGKAP	M13 refresh tidak menyetel ulang cookie access_token	K9: K9
M14	TERTANGKAP	M14 refresh MELUPAKAN penyewa aktif (super admin dipulangkan diam-diam)	D15: D15
M15	TERTANGKAP	M15 refresh melewati gerbang penyewa (penyewa disuspend hidup 7 hari lagi)	D16: K11,D16
M16	TERTANGKAP	M16 refresh melewati gerbang akun (akun nonaktif hidup 7 hari lagi)	D17: K11,D17
M17	TERTANGKAP	M17 refresh mengembalikan profil ringkas (bentuk sesi bercabang lagi)	D11: K12,D11,D15
M18	TERTANGKAP	M18 refresh menerima token jenis apa pun (token kerja jadi bekal 7 hari)	D9: D9,D10,D11,D12,D13,D15
M19	TERTANGKAP	M19 umur cookie diketik ulang sebagai angka telanjang (dua angka bisa beda)	K13: K13
M20	TERTANGKAP	M20 CORS menutup X-Session-State (peramban menyembunyikannya dari layar)	K14: K14
M21	TERTANGKAP	M21 portal kembali membaca cookie sebelum header	K25: K25
M22	TERTANGKAP	M22 portal berhenti menyebut sebab penolakan	P6: P6
M23	TERTANGKAP	M23 perpanjangan tidak lagi single-flight (6 panel = 6 perpanjangan)	K15: K15
M24	LOLOS	M24 galat TANPA respons dianggap sesi mati (mandor tanpa sinyal diusir)	
M25	LOLOS	M25 React tidak diberi tahu saat sesi berakhir (cacat asli nomor 3 kembali)	
M26	LOLOS	M26 setiap 401 dicoba diperpanjang (termasuk yang pasti ditolak)	
M27	LOLOS	M27 permintaan diulang tanpa penjaga (gelung tak berujung)	
M28	LOLOS	M28 AuthContext berhenti berlangganan kabar sesi berakhir	
M29	LOLOS	M29 tempat kerja tidak dicatat (kembali ke Beranda, jejak hilang)	
M30	LOLOS	M30 pembacaan sekali-pakai tanpa penjaga ref (dimakan render ganda StrictMode)	
M31	TERTANGKAP	M31 halaman masuk MENGHABISKAN tujuan kembali (janji dilanggar di depan mata)	K23: K23
M32	TERTANGKAP	M32 portal berhenti mengakhiri sesinya dengan jujur	K24: K24
M33	TERTANGKAP	M33 kalimat sesi membocorkan istilah internal ke layar	U2: U2
M34	TERTANGKAP	M34 kalimat sesi dipotong jadi label (tidak menyebut langkah berikutnya)	U3: U3
M35	LOLOS	M35 testId Fase 54 diganti nama (uji kehilangan pegangan tanpa suara)	
M36	TERTANGKAP	M36 keadaan sesi di kode tidak lagi ada di Kamus Data (SSOT bercabang)	U6: U6
M24	TERTANGKAP	M24 galat TANPA respons dianggap sesi mati (mandor tanpa sinyal diusir)	K16a: K16a
M25	TERTANGKAP	M25 React tidak diberi tahu saat sesi berakhir (cacat asli nomor 3 kembali)	K17: K17,K17b
M26	TERTANGKAP	M26 setiap 401 dicoba diperpanjang (termasuk yang pasti ditolak)	K18: K18
M27	TERTANGKAP	M27 permintaan diulang tanpa penjaga (gelung tak berujung)	K19: K19
M28	TERTANGKAP	M28 AuthContext berhenti berlangganan kabar sesi berakhir	K20: K20
M29	TERTANGKAP	M29 tempat kerja tidak dicatat (kembali ke Beranda, jejak hilang)	K21: K21
M30	TERTANGKAP	M30 pembacaan sekali-pakai tanpa penjaga ref (dimakan render ganda StrictMode)	K22: K22
M35	TERTANGKAP	M35 testId Fase 54 tidak lagi dipakai layar (uji kehilangan pegangan tanpa suara)	U5: U5
